season,utcDate,matchday,homeTeam,awayTeam,homeScore,awayScore,winner
2024,2024-11-30T14:30:00Z,12,FC Augsburg,VfL Bochum 1848,1,0,HOME_TEAM
2024,2024-11-30T14:30:00Z,12,1. FC Union Berlin,Bayer 04 Leverkusen,1,2,AWAY_TEAM
2024,2024-11-30T17:30:00Z,12,Borussia Dortmund,FC Bayern München,1,1,DRAW
2024,2024-12-01T14:30:00Z,12,1. FSV Mainz 05,TSG 1899 Hoffenheim,2,0,HOME_TEAM
2024,2024-12-01T16:30:00Z,12,1. FC Heidenheim 1846,Eintracht Frankfurt,0,4,AWAY_TEAM
2024,2024-12-06T19:30:00Z,13,VfB Stuttgart,1. FC Union Berlin,3,2,HOME_TEAM
2024,2024-12-07T14:30:00Z,13,Bayer 04 Leverkusen,FC St. Pauli 1910,2,1,HOME_TEAM
2024,2024-12-07T14:30:00Z,13,FC Bayern München,1. FC Heidenheim 1846,4,2,HOME_TEAM
2024,2024-12-07T14:30:00Z,13,Eintracht Frankfurt,FC Augsburg,2,2,DRAW
2024,2024-12-07T14:30:00Z,13,VfL Bochum 1848,SV Werder Bremen,0,1,AWAY_TEAM
2024,2024-12-07T14:30:00Z,13,Holstein Kiel,RB Leipzig,0,2,AWAY_TEAM
2024,2024-12-07T17:30:00Z,13,Borussia Mönchengladbach,Borussia Dortmund,1,1,DRAW
2024,2024-12-08T14:30:00Z,13,VfL Wolfsburg,1. FSV Mainz 05,4,3,HOME_TEAM
2024,2024-12-08T16:30:00Z,13,TSG 1899 Hoffenheim,SC Freiburg,1,1,DRAW
2024,2024-12-13T19:30:00Z,14,SC Freiburg,VfL Wolfsburg,3,2,HOME_TEAM
2024,2024-12-14T14:30:00Z,14,1. FSV Mainz 05,FC Bayern München,2,1,HOME_TEAM
2024,2024-12-14T14:30:00Z,14,Borussia Mönchengladbach,Holstein Kiel,4,1,HOME_TEAM
2024,2024-12-14T14:30:00Z,14,1. FC Union Berlin,VfL Bochum 1848,0,2,AWAY_TEAM
2024,2024-12-14T14:30:00Z,14,FC Augsburg,Bayer 04 Leverkusen,0,2,AWAY_TEAM
2024,2024-12-14T17:30:00Z,14,FC St. Pauli 1910,SV Werder Bremen,0,2,AWAY_TEAM
2024,2024-12-15T14:30:00Z,14,1. FC Heidenheim 1846,VfB Stuttgart,1,3,AWAY_TEAM
2024,2024-12-15T16:30:00Z,14,Borussia Dortmund,TSG 1899 Hoffenheim,1,1,DRAW
2024,2024-12-15T18:30:00Z,14,RB Leipzig,Eintracht Frankfurt,2,1,HOME_TEAM
2024,2024-12-20T19:30:00Z,15,FC Bayern München,RB Leipzig,5,1,HOME_TEAM
2024,2024-12-21T14:30:00Z,15,VfB Stuttgart,FC St. Pauli 1910,0,1,AWAY_TEAM
2024,2024-12-21T14:30:00Z,15,Eintracht Frankfurt,1. FSV Mainz 05,1,3,AWAY_TEAM
2024,2024-12-21T14:30:00Z,15,TSG 1899 Hoffenheim,Borussia Mönchengladbach,1,2,AWAY_TEAM
2024,2024-12-21T14:30:00Z,15,SV Werder Bremen,1. FC Union Berlin,4,1,HOME_TEAM
2024,2024-12-21T14:30:00Z,15,Holstein Kiel,FC Augsburg,5,1,HOME_TEAM
2024,2024-12-21T17:30:00Z,15,Bayer 04 Leverkusen,SC Freiburg,5,1,HOME_TEAM
2024,2024-12-22T14:30:00Z,15,VfL Bochum 1848,1. FC Heidenheim 1846,2,0,HOME_TEAM
2024,2024-12-22T16:30:00Z,15,VfL Wolfsburg,Borussia Dortmund,1,3,AWAY_TEAM
2024,2025-01-10T19:45:00Z,16,Borussia Dortmund,Bayer 04 Leverkusen,2,3,AWAY_TEAM
2024,2025-01-11T14:30:00Z,16,TSG 1899 Hoffenheim,VfL Wolfsburg,0,1,AWAY_TEAM
2024,2025-01-11T14:30:00Z,16,1. FC Heidenheim 1846,1. FC Union Berlin,2,0,HOME_TEAM
2024,2025-01-11T14:30:00Z,16,SC Freiburg,Holstein Kiel,3,2,HOME_TEAM
2024,2025-01-11T14:30:00Z,16,1. FSV Mainz 05,VfL Bochum 1848,2,0,HOME_TEAM
2024,2025-01-11T14:30:00Z,16,FC St. Pauli 1910,Eintracht Frankfurt,0,1,AWAY_TEAM
2024,2025-01-11T17:30:00Z,16,Borussia Mönchengladbach,FC Bayern München,0,1,AWAY_TEAM
2024,2025-01-12T14:30:00Z,16,RB Leipzig,SV Werder Bremen,4,2,HOME_TEAM
2024,2025-01-12T16:30:00Z,16,FC Augsburg,VfB Stuttgart,0,1,AWAY_TEAM
2024,2025-01-14T17:30:00Z,17,Holstein Kiel,Borussia Dortmund,4,2,HOME_TEAM
2024,2025-01-14T19:30:00Z,17,Bayer 04 Leverkusen,1. FSV Mainz 05,1,0,HOME_TEAM
2024,2025-01-14T19:30:00Z,17,Eintracht Frankfurt,SC Freiburg,4,1,HOME_TEAM
2024,2025-01-14T19:30:00Z,17,VfL Wolfsburg,Borussia Mönchengladbach,5,1,HOME_TEAM
2024,2025-01-15T17:30:00Z,17,VfL Bochum 1848,FC St. Pauli 1910,1,0,HOME_TEAM
2024,2025-01-15T19:30:00Z,17,VfB Stuttgart,RB Leipzig,2,1,HOME_TEAM
2024,2025-01-15T19:30:00Z,17,FC Bayern München,TSG 1899 Hoffenheim,5,0,HOME_TEAM
2024,2025-01-15T19:30:00Z,17,SV Werder Bremen,1. FC Heidenheim 1846,3,3,DRAW
2024,2025-01-15T19:30:00Z,17,1. FC Union Berlin,FC Augsburg,0,2,AWAY_TEAM
2024,2025-01-17T19:30:00Z,18,Eintracht Frankfurt,Borussia Dortmund,2,0,HOME_TEAM
2024,2025-01-18T14:30:00Z,18,VfB Stuttgart,SC Freiburg,4,0,HOME_TEAM
2024,2025-01-18T14:30:00Z,18,FC Bayern München,VfL Wolfsburg,3,2,HOME_TEAM
2024,2025-01-18T14:30:00Z,18,1. FC Heidenheim 1846,FC St. Pauli 1910,0,2,AWAY_TEAM
2024,2025-01-18T14:30:00Z,18,VfL Bochum 1848,RB Leipzig,3,3,DRAW
2024,2025-01-18T14:30:00Z,18,Holstein Kiel,TSG 1899 Hoffenheim,1,3,AWAY_TEAM
2024,2025-01-18T17:30:00Z,18,Bayer 04 Leverkusen,Borussia Mönchengladbach,3,1,HOME_TEAM
2024,2025-01-19T14:30:00Z,18,1. FC Union Berlin,1. FSV Mainz 05,2,1,HOME_TEAM
2024,2025-01-19T16:30:00Z,18,SV Werder Bremen,FC Augsburg,0,2,AWAY_TEAM
2024,2025-01-24T19:30:00Z,19,VfL Wolfsburg,Holstein Kiel,2,2,DRAW
2024,2025-01-25T14:30:00Z,19,RB Leipzig,Bayer 04 Leverkusen,2,2,DRAW
2024,2025-01-25T14:30:00Z,19,1. FSV Mainz 05,VfB Stuttgart,2,0,HOME_TEAM
2024,2025-01-25T14:30:00Z,19,SC Freiburg,FC Bayern München,1,2,AWAY_TEAM
2024,2025-01-25T14:30:00Z,19,FC Augsburg,1. FC Heidenheim 1846,2,1,HOME_TEAM
2024,2025-01-25T14:30:00Z,19,Borussia Dortmund,SV Werder Bremen,2,2,DRAW
2024,2025-01-25T17:30:00Z,19,Borussia Mönchengladbach,VfL Bochum 1848,3,0,HOME_TEAM
2024,2025-01-26T14:30:00Z,19,TSG 1899 Hoffenheim,Eintracht Frankfurt,2,2,DRAW
2024,2025-01-26T16:30:00Z,19,FC St. Pauli 1910,1. FC Union Berlin,3,0,HOME_TEAM
2024,2025-01-31T19:30:00Z,20,SV Werder Bremen,1. FSV Mainz 05,1,0,HOME_TEAM
2024,2025-02-01T14:30:00Z,20,1. FC Heidenheim 1846,Borussia Dortmund,1,2,AWAY_TEAM
2024,2025-02-01T14:30:00Z,20,VfL Bochum 1848,SC Freiburg,0,1,AWAY_TEAM
2024,2025-02-01T14:30:00Z,20,FC St. Pauli 1910,FC Augsburg,1,1,DRAW
2024,2025-02-01T14:30:00Z,20,VfB Stuttgart,Borussia Mönchengladbach,1,2,AWAY_TEAM
2024,2025-02-01T14:30:00Z,20,FC Bayern München,Holstein Kiel,4,3,HOME_TEAM
2024,2025-02-01T17:30:00Z,20,1. FC Union Berlin,RB Leipzig,0,0,DRAW
2024,2025-02-02T14:30:00Z,20,Eintracht Frankfurt,VfL Wolfsburg,1,1,DRAW
2024,2025-02-02T16:30:00Z,20,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,3,1,HOME_TEAM
2024,2025-02-07T19:30:00Z,21,FC Bayern München,SV Werder Bremen,3,0,HOME_TEAM
2024,2025-02-08T14:30:00Z,21,VfL Wolfsburg,Bayer 04 Leverkusen,0,0,DRAW
2024,2025-02-08T14:30:00Z,21,Borussia Dortmund,VfB Stuttgart,1,2,AWAY_TEAM
2024,2025-02-08T14:30:00Z,21,SC Freiburg,1. FC Heidenheim 1846,1,0,HOME_TEAM
2024,2025-02-08T14:30:00Z,21,1. FSV Mainz 05,FC Augsburg,0,0,DRAW
2024,2025-02-08T14:30:00Z,21,TSG 1899 Hoffenheim,1. FC Union Berlin,0,4,AWAY_TEAM
2024,2025-02-08T17:30:00Z,21,Borussia Mönchengladbach,Eintracht Frankfurt,1,1,DRAW
2024,2025-02-09T14:30:00Z,21,Holstein Kiel,VfL Bochum 1848,2,2,DRAW
2024,2025-02-09T16:30:00Z,21,RB Leipzig,FC St. Pauli 1910,2,0,HOME_TEAM
2024,2025-02-14T19:30:00Z,22,FC Augsburg,RB Leipzig,0,0,DRAW
2024,2025-02-15T14:30:00Z,22,VfL Bochum 1848,Borussia Dortmund,2,0,HOME_TEAM
2024,2025-02-15T14:30:00Z,22,FC St. Pauli 1910,SC Freiburg,0,1,AWAY_TEAM
2024,2025-02-15T14:30:00Z,22,VfB Stuttgart,VfL Wolfsburg,1,2,AWAY_TEAM
2024,2025-02-15T14:30:00Z,22,1. FC Union Berlin,Borussia Mönchengladbach,1,2,AWAY_TEAM
2024,2025-02-15T17:30:00Z,22,Bayer 04 Leverkusen,FC Bayern München,0,0,DRAW
2024,2025-02-16T14:30:00Z,22,SV Werder Bremen,TSG 1899 Hoffenheim,1,3,AWAY_TEAM
2024,2025-02-16T16:30:00Z,22,Eintracht Frankfurt,Holstein Kiel,3,1,HOME_TEAM
2024,2025-02-16T18:30:00Z,22,1. FC Heidenheim 1846,1. FSV Mainz 05,0,2,AWAY_TEAM
2024,2025-02-21T19:30:00Z,23,SC Freiburg,SV Werder Bremen,5,0,HOME_TEAM
2024,2025-02-22T14:30:00Z,23,Holstein Kiel,Bayer 04 Leverkusen,0,2,AWAY_TEAM
2024,2025-02-22T14:30:00Z,23,Borussia Mönchengladbach,FC Augsburg,0,3,AWAY_TEAM
2024,2025-02-22T14:30:00Z,23,VfL Wolfsburg,VfL Bochum 1848,1,1,DRAW
2024,2025-02-22T14:30:00Z,23,1. FSV Mainz 05,FC St. Pauli 1910,2,0,HOME_TEAM
2024,2025-02-22T17:30:00Z,23,Borussia Dortmund,1. FC Union Berlin,6,0,HOME_TEAM
2024,2025-02-23T14:30:00Z,23,RB Leipzig,1. FC Heidenheim 1846,2,2,DRAW
2024,2025-02-23T16:30:00Z,23,FC Bayern München,Eintracht Frankfurt,4,0,HOME_TEAM
2024,2025-02-23T18:30:00Z,23,TSG 1899 Hoffenheim,VfB Stuttgart,1,1,DRAW
2024,2025-02-28T19:30:00Z,24,VfB Stuttgart,FC Bayern München,1,3,AWAY_TEAM
2024,2025-03-01T14:30:00Z,24,FC St. Pauli 1910,Borussia Dortmund,0,2,AWAY_TEAM
2024,2025-03-01T14:30:00Z,24,VfL Bochum 1848,TSG 1899 Hoffenheim,0,1,AWAY_TEAM
2024,2025-03-01T14:30:00Z,24,SV Werder Bremen,VfL Wolfsburg,1,2,AWAY_TEAM
2024,2025-03-01T14:30:00Z,24,RB Leipzig,1. FSV Mainz 05,1,2,AWAY_TEAM
2024,2025-03-01T14:30:00Z,24,1. FC Heidenheim 1846,Borussia Mönchengladbach,0,3,AWAY_TEAM
2024,2025-03-01T17:30:00Z,24,Eintracht Frankfurt,Bayer 04 Leverkusen,1,4,AWAY_TEAM
2024,2025-03-02T14:30:00Z,24,1. FC Union Berlin,Holstein Kiel,0,1,AWAY_TEAM
2024,2025-03-02T16:30:00Z,24,FC Augsburg,SC Freiburg,0,0,DRAW
2024,2025-03-07T19:30:00Z,25,Borussia Mönchengladbach,1. FSV Mainz 05,1,3,AWAY_TEAM
2024,2025-03-08T14:30:00Z,25,Holstein Kiel,VfB Stuttgart,2,2,DRAW
2024,2025-03-08T14:30:00Z,25,Bayer 04 Leverkusen,SV Werder Bremen,0,2,AWAY_TEAM
2024,2025-03-08T14:30:00Z,25,Borussia Dortmund,FC Augsburg,0,1,AWAY_TEAM
2024,2025-03-08T14:30:00Z,25,FC Bayern München,VfL Bochum 1848,2,3,AWAY_TEAM
2024,2025-03-08T14:30:00Z,25,VfL Wolfsburg,FC St. Pauli 1910,1,1,DRAW
2024,2025-03-08T17:30:00Z,25,SC Freiburg,RB Leipzig,0,0,DRAW
2024,2025-03-09T14:30:00Z,25,Eintracht Frankfurt,1. FC Union Berlin,1,2,AWAY_TEAM
2024,2025-03-09T16:30:00Z,25,TSG 1899 Hoffenheim,1. FC Heidenheim 1846,1,1,DRAW
2024,2025-03-14T19:30:00Z,26,FC St. Pauli 1910,TSG 1899 Hoffenheim,1,0,HOME_TEAM
2024,2025-03-15T14:30:00Z,26,1. FC Union Berlin,FC Bayern München,1,1,DRAW
2024,2025-03-15T14:30:00Z,26,1. FSV Mainz 05,SC Freiburg,2,2,DRAW
2024,2025-03-15T14:30:00Z,26,FC Augsburg,VfL Wolfsburg,1,0,HOME_TEAM
2024,2025-03-15T14:30:00Z,26,SV Werder Bremen,Borussia Mönchengladbach,2,4,AWAY_TEAM
2024,2025-03-15T17:30:00Z,26,RB Leipzig,Borussia Dortmund,2,0,HOME_TEAM
2024,2025-03-16T15:20:00Z,26,VfL Bochum 1848,Eintracht Frankfurt,1,3,AWAY_TEAM
2024,2025-03-16T16:30:00Z,26,1. FC Heidenheim 1846,Holstein Kiel,3,1,HOME_TEAM
2024,2025-03-16T18:30:00Z,26,VfB Stuttgart,Bayer 04 Leverkusen,3,4,AWAY_TEAM
2024,2025-03-28T19:30:00Z,27,Bayer 04 Leverkusen,VfL Bochum 1848,3,1,HOME_TEAM
2024,2025-03-29T14:30:00Z,27,Borussia Mönchengladbach,RB Leipzig,1,0,HOME_TEAM
2024,2025-03-29T14:30:00Z,27,VfL Wolfsburg,1. FC Heidenheim 1846,0,1,AWAY_TEAM
2024,2025-03-29T14:30:00Z,27,Holstein Kiel,SV Werder Bremen,0,3,AWAY_TEAM
2024,2025-03-29T14:30:00Z,27,TSG 1899 Hoffenheim,FC Augsburg,1,1,DRAW
2024,2025-03-29T14:30:00Z,27,FC Bayern München,FC St. Pauli 1910,3,2,HOME_TEAM
2024,2025-03-29T17:30:00Z,27,Eintracht Frankfurt,VfB Stuttgart,1,0,HOME_TEAM
2024,2025-03-30T13:30:00Z,27,SC Freiburg,1. FC Union Berlin,1,2,AWAY_TEAM
2024,2025-03-30T15:30:00Z,27,Borussia Dortmund,1. FSV Mainz 05,3,1,HOME_TEAM
2024,2025-04-04T18:30:00Z,28,FC Augsburg,FC Bayern München,1,3,AWAY_TEAM
2024,2025-04-05T13:30:00Z,28,1. FC Heidenheim 1846,Bayer 04 Leverkusen,0,1,AWAY_TEAM
2024,2025-04-05T13:30:00Z,28,VfL Bochum 1848,VfB Stuttgart,0,4,AWAY_TEAM
2024,2025-04-05T13:30:00Z,28,SC Freiburg,Borussia Dortmund,1,4,AWAY_TEAM
2024,2025-04-05T13:30:00Z,28,RB Leipzig,TSG 1899 Hoffenheim,3,1,HOME_TEAM
2024,2025-04-05T13:30:00Z,28,1. FSV Mainz 05,Holstein Kiel,1,1,DRAW
2024,2025-04-05T16:30:00Z,28,SV Werder Bremen,Eintracht Frankfurt,2,0,HOME_TEAM
2024,2025-04-06T13:30:00Z,28,FC St. Pauli 1910,Borussia Mönchengladbach,1,1,DRAW
2024,2025-04-06T15:30:00Z,28,1. FC Union Berlin,VfL Wolfsburg,1,0,HOME_TEAM
2024,2025-04-11T18:30:00Z,29,VfL Wolfsburg,RB Leipzig,2,3,AWAY_TEAM
2024,2025-04-12T13:30:00Z,29,Borussia Mönchengladbach,SC Freiburg,1,2,AWAY_TEAM
2024,2025-04-12T13:30:00Z,29,VfL Bochum 1848,FC Augsburg,1,2,AWAY_TEAM
2024,2025-04-12T13:30:00Z,29,TSG 1899 Hoffenheim,1. FSV Mainz 05,2,0,HOME_TEAM
2024,2025-04-12T13:30:00Z,29,Bayer 04 Leverkusen,1. FC Union Berlin,0,0,DRAW
2024,2025-04-12T13:30:00Z,29,Holstein Kiel,FC St. Pauli 1910,1,2,AWAY_TEAM
2024,2025-04-12T16:30:00Z,29,FC Bayern München,Borussia Dortmund,2,2,DRAW
2024,2025-04-13T13:30:00Z,29,VfB Stuttgart,SV Werder Bremen,1,2,AWAY_TEAM
2024,2025-04-13T15:30:00Z,29,Eintracht Frankfurt,1. FC Heidenheim 1846,3,0,HOME_TEAM
2024,2025-04-19T13:30:00Z,30,1. FC Heidenheim 1846,FC Bayern München,0,4,AWAY_TEAM
2024,2025-04-19T13:30:00Z,30,SC Freiburg,TSG 1899 Hoffenheim,3,2,HOME_TEAM
2024,2025-04-19T13:30:00Z,30,1. FSV Mainz 05,VfL Wolfsburg,2,2,DRAW
2024,2025-04-19T13:30:00Z,30,SV Werder Bremen,VfL Bochum 1848,1,0,HOME_TEAM
2024,2025-04-19T13:30:00Z,30,RB Leipzig,Holstein Kiel,1,1,DRAW
2024,2025-04-19T16:30:00Z,30,1. FC Union Berlin,VfB Stuttgart,4,4,DRAW
2024,2025-04-20T13:30:00Z,30,FC Augsburg,Eintracht Frankfurt,0,0,DRAW
2024,2025-04-20T15:30:00Z,30,Borussia Dortmund,Borussia Mönchengladbach,3,2,HOME_TEAM
2024,2025-04-20T17:30:00Z,30,FC St. Pauli 1910,Bayer 04 Leverkusen,1,1,DRAW
2024,2025-04-25T18:30:00Z,31,VfB Stuttgart,1. FC Heidenheim 1846,0,1,AWAY_TEAM
2024,2025-04-26T13:30:00Z,31,TSG 1899 Hoffenheim,Borussia Dortmund,2,3,AWAY_TEAM
2024,2025-04-26T13:30:00Z,31,VfL Wolfsburg,SC Freiburg,0,1,AWAY_TEAM
2024,2025-04-26T13:30:00Z,31,FC Bayern München,1. FSV Mainz 05,3,0,HOME_TEAM
2024,2025-04-26T13:30:00Z,31,Holstein Kiel,Borussia Mönchengladbach,4,3,HOME_TEAM
2024,2025-04-26T13:30:00Z,31,Bayer 04 Leverkusen,FC Augsburg,2,0,HOME_TEAM
2024,2025-04-26T16:30:00Z,31,Eintracht Frankfurt,RB Leipzig,4,0,HOME_TEAM
2024,2025-04-27T13:30:00Z,31,VfL Bochum 1848,1. FC Union Berlin,1,1,DRAW
2024,2025-04-27T15:30:00Z,31,SV Werder Bremen,FC St. Pauli 1910,0,0,DRAW
2024,2025-05-02T18:30:00Z,32,1. FC Heidenheim 1846,VfL Bochum 1848,0,0,DRAW
2024,2025-05-03T13:30:00Z,32,FC St. Pauli 1910,VfB Stuttgart,0,1,AWAY_TEAM
2024,2025-05-03T13:30:00Z,32,RB Leipzig,FC Bayern München,3,3,DRAW
2024,2025-05-03T13:30:00Z,32,Borussia Mönchengladbach,TSG 1899 Hoffenheim,4,4,DRAW
2024,2025-05-03T13:30:00Z,32,1. FC Union Berlin,SV Werder Bremen,2,2,DRAW
2024,2025-05-03T16:30:00Z,32,Borussia Dortmund,VfL Wolfsburg,4,0,HOME_TEAM
2024,2025-05-04T13:30:00Z,32,FC Augsburg,Holstein Kiel,1,3,AWAY_TEAM
2024,2025-05-04T15:30:00Z,32,SC Freiburg,Bayer 04 Leverkusen,2,2,DRAW
2024,2025-05-04T17:30:00Z,32,1. FSV Mainz 05,Eintracht Frankfurt,1,1,DRAW
2024,2025-05-09T18:30:00Z,33,VfL Wolfsburg,TSG 1899 Hoffenheim,2,2,DRAW
2024,2025-05-10T13:30:00Z,33,SV Werder Bremen,RB Leipzig,0,0,DRAW
2024,2025-05-10T13:30:00Z,33,1. FC Union Berlin,1. FC Heidenheim 1846,0,3,AWAY_TEAM
2024,2025-05-10T13:30:00Z,33,Holstein Kiel,SC Freiburg,1,2,AWAY_TEAM
2024,2025-05-10T13:30:00Z,33,VfL Bochum 1848,1. FSV Mainz 05,1,4,AWAY_TEAM
2024,2025-05-10T16:30:00Z,33,FC Bayern München,Borussia Mönchengladbach,2,0,HOME_TEAM
2024,2025-05-11T13:30:00Z,33,Bayer 04 Leverkusen,Borussia Dortmund,2,4,AWAY_TEAM
2024,2025-05-11T15:30:00Z,33,Eintracht Frankfurt,FC St. Pauli 1910,2,2,DRAW
2024,2025-05-11T17:30:00Z,33,VfB Stuttgart,FC Augsburg,4,0,HOME_TEAM
2024,2025-05-17T13:30:00Z,34,1. FSV Mainz 05,Bayer 04 Leverkusen,2,2,DRAW
2024,2025-05-17T13:30:00Z,34,RB Leipzig,VfB Stuttgart,2,3,AWAY_TEAM
2024,2025-05-17T13:30:00Z,34,TSG 1899 Hoffenheim,FC Bayern München,0,4,AWAY_TEAM
2024,2025-05-17T13:30:00Z,34,SC Freiburg,Eintracht Frankfurt,1,3,AWAY_TEAM
2024,2025-05-17T13:30:00Z,34,1. FC Heidenheim 1846,SV Werder Bremen,1,4,AWAY_TEAM
2024,2025-05-17T13:30:00Z,34,Borussia Mönchengladbach,VfL Wolfsburg,0,1,AWAY_TEAM
2024,2025-05-17T13:30:00Z,34,FC Augsburg,1. FC Union Berlin,1,2,AWAY_TEAM
2024,2025-05-17T13:30:00Z,34,FC St. Pauli 1910,VfL Bochum 1848,0,2,AWAY_TEAM
2024,2025-05-17T13:30:00Z,34,Borussia Dortmund,Holstein Kiel,3,0,HOME_TEAM
